player_id,source_url,player_name,age,birth_date,position,bat_throw,height_weight,career,draft,season,team,games,plate_appearances,at_bats,runs,hits,doubles,triples,home_runs,total_bases,runs_batted_in,stolen_bases,caught_stealing,walks,hit_by_pitch,strikeouts,grounded_into_double_play,sacrifice_flies,sacrifice_hits,errors,batting_average,slugging_percentage,on_base_percentage,on_base_plus_slugging,as_of_date,is_partial,age_was_corrected,height_cm,weight_kg
68260,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=68260,현도훈,33,1993-01-13,P,L/R,188cm/95kg,풍양초(남양주리틀)-서울신일중-일본 교토고쿠사이고-일본 큐슈교리츠대-두산,18 두산 육성선수,2026,롯데,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2026-07-20,True,True,188,95
68362,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=68362,추재현,27,1999-02-22,OF,L/L,178cm/85kg,경수초(성동구리틀)-건대부중-신일고-히어로즈-키움-롯데-상무-롯데-두산,18 넥센 2차 3라운드 28순위,2026,키움,28,101,91,8,26,2,0,2,34,6,0,0,8,2,14,7,0,0,2,0.286,0.374,0.356,0.73,2026-07-20,True,True,178,85
68463,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=68463,윤정빈,27,1999-06-24,OF,L/R,182cm/93kg,신도초-부천중-부천고-삼성-상무,18 삼성 2차 5라운드 42순위,2026,삼성,1,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0.0,2026-07-20,True,True,182,93
68504,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=68504,이호연,31,1995-06-03,1B,L/R,177cm/87kg,광주수창초-진흥중-광주제일고-성균관대-롯데-KT,18 롯데 2차 6라운드 53순위,2026,KIA,6,19,16,0,2,0,0,0,2,0,0,0,2,1,7,2,0,0,0,0.125,0.125,0.263,0.388,2026-07-20,True,True,177,87
68507,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=68507,장두성,27,1999-09-16,OF,L/R,176cm/75kg,축현초-재능중-동산고,18 롯데 2차 10라운드 93순위,2026,롯데,64,165,153,21,41,4,1,0,47,15,15,0,7,2,37,0,1,2,0,0.268,0.307,0.307,0.614,2026-07-20,True,True,176,75
68518,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=68518,정보근,27,1999-08-31,C,R/R,175cm/94kg,부산수영초-경남중-경남고,18 롯데 2차 9라운드 83순위,2026,롯데,8,5,5,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0.2,0.2,0.2,0.4,2026-07-20,True,True,175,94
68525,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=68525,한동희,27,1999-06-01,3B,R/R,182cm/108kg,부산대연초-경남중-경남고-롯데-상무,18 롯데 1차,2026,롯데,53,216,193,25,54,9,0,7,84,26,1,0,17,3,39,10,3,0,5,0.28,0.435,0.343,0.778,2026-07-20,True,True,182,108
68529,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=68529,이승헌,28,1998-12-19,P,R/R,196cm/97kg,무학초-마산동중-용마고,18 롯데 2차 1라운드 3순위,2026,롯데,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2026-07-20,True,True,196,97
68646,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=68646,한준수,27,1999-02-13,C,L/R,184cm/95kg,광주서석초-광주동성중-광주동성고,18 KIA 1차,2026,KIA,78,275,223,30,69,19,0,6,106,28,0,1,39,7,40,7,2,4,4,0.309,0.475,0.424,0.899,2026-07-20,True,True,184,95
68700,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=68700,이원석,27,1999-03-31,OF,R/R,177cm/80kg,화곡초-충암중-충암고,18 한화 2차 4라운드 34순위,2026,한화,69,168,152,25,42,5,2,1,54,13,4,4,11,1,28,1,0,4,0,0.276,0.355,0.329,0.684,2026-07-20,True,True,177,80
68743,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=68743,정은원,26,2000-01-17,OF,L/R,177cm/82kg,상인천초-상인천중-인천고-한화-상무,18 한화 2차 3라운드 24순위,2026,한화,4,5,5,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0.2,0.4,0.2,0.6,2026-07-20,True,True,177,82
68830,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=68830,김정우,27,1999-05-15,P,R/R,183cm/87kg,소래초-동산중-동산고-SK-상무-SSG,18 SK 1차,2026,두산,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2026-07-20,True,True,183,87
68868,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=68868,최준우,27,1999-03-25,OF,L/R,175cm/78kg,방배초-대치중-장충고-SK-상무,18 SK 2차 4라운드 35순위,2026,SSG,25,50,41,10,10,2,0,1,15,2,0,0,8,1,9,0,0,0,0,0.244,0.366,0.38,0.746,2026-07-20,True,True,175,78
68904,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=68904,오영수,26,2000-01-30,1B,L/R,178cm/93kg,사파초-창원신월중-용마고-NC-상무,18 NC 2차 2라운드 19순위,2026,NC,26,54,46,5,10,0,0,2,16,3,0,0,6,2,15,2,0,0,1,0.217,0.348,0.333,0.681,2026-07-20,True,True,178,93
68912,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=68912,김형준,27,1999-11-02,C,R/R,187cm/98kg,가동초-세광중-세광고-NC-상무,18 NC 2차 1라운드 9순위,2026,NC,77,241,210,26,50,4,1,10,86,41,0,0,21,4,77,9,3,3,4,0.238,0.41,0.315,0.725,2026-07-20,True,True,187,98
69047,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=69047,전용주,26,2000-02-12,P,L/L,188cm/87kg,양진초(안성시리틀)-성일중-안산공고,19 KT 1차,2026,KT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2026-07-20,True,True,188,87
69064,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=69064,강민성,27,1999-12-08,2B,R/R,180cm/85kg,대구옥산초-경상중-경북고,19 KT 2차 6라운드 51순위,2026,KT,9,4,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,2026-07-20,True,True,180,85
69100,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=69100,구본혁,29,1997-01-11,3B,R/R,177cm/75kg,중대초-잠신중-장충고-동국대-LG-상무,19 LG 2차 6라운드 55순위,2026,LG,86,221,191,20,51,3,0,0,54,15,3,0,17,2,27,4,1,10,5,0.267,0.283,0.332,0.615,2026-07-20,True,True,177,75
69102,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=69102,문보경,26,2000-07-19,3B,L/R,182cm/88kg,송중초(동대문구리틀)-덕수중-신일고,19 LG 2차 3라운드 25순위,2026,LG,63,263,217,25,55,7,0,7,83,39,0,0,40,1,52,7,5,0,2,0.253,0.382,0.365,0.747,2026-07-20,True,True,182,88
69105,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=69105,김성진,26,2000-03-17,1B,R/R,183cm/100kg,수원신곡초-매향중-야탑고,19 LG 2차 7라운드 65순위,2026,LG,4,6,5,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0.0,0.0,0.167,0.167,2026-07-20,True,True,183,100
69238,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=69238,김대한,26,2000-12-06,OF,R/R,185cm/83kg,숭인초(강북구리틀)-덕수중-휘문고,19 두산 1차,2026,두산,3,7,6,1,2,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0.333,0.333,0.429,0.762,2026-07-20,True,True,185,83
69332,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=69332,주성원,26,2000-08-30,OF,R/R,182cm/95kg,부산대연초(남구리틀)-부산신정중-개성고,19 넥센 2차 3라운드 24순위,2026,키움,11,20,16,2,2,0,0,0,2,0,0,0,3,1,6,0,0,0,0,0.125,0.125,0.3,0.425,2026-07-20,True,True,182,95
69360,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=69360,조영건,27,1999-02-04,P,R/R,180cm/85kg,대전신흥초-충남중-백송고,19 넥센 2차 2라운드 14순위,2026,키움,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2026-07-20,True,True,180,85
69403,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=69403,양우현,26,2000-04-13,2B,L/R,175cm/82kg,남정초-충암중-충암고,19 삼성 2차 3라운드 22순위,2026,삼성,59,106,88,13,15,4,0,1,22,9,2,1,12,2,24,0,3,1,2,0.17,0.25,0.276,0.526,2026-07-20,True,True,175,82
69416,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=69416,이해승,26,2000-08-01,SS,R/R,180cm/86kg,인천서림초-신흥중-인천고-삼성-상무,19 삼성 2차 8라운드 72순위,2026,삼성,20,16,14,1,1,0,0,0,1,1,0,0,1,0,6,0,0,1,0,0.071,0.071,0.133,0.204,2026-07-20,True,True,180,86
69418,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=69418,박승규,26,2000-09-02,OF,R/R,178cm/78kg,일산초-덕수중-경기고-삼성-상무,19 삼성 2차 9라운드 82순위,2026,삼성,70,263,218,46,63,10,5,9,110,34,6,1,40,3,37,5,2,0,3,0.289,0.505,0.403,0.908,2026-07-20,True,True,178,78
69428,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=69428,이병헌,27,1999-10-26,C,R/R,180cm/87kg,인천숭의초-인천신흥중-제물포고,19 삼성 2차 4라운드 32순위,2026,삼성,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2026-07-20,True,True,180,87
69442,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=69442,김도환,26,2000-04-14,C,R/R,178cm/90kg,언북초(의정부리틀)-영동중-신일고-삼성-상무,19 삼성 2차 2라운드 12순위,2026,삼성,34,87,70,8,20,4,0,1,27,7,0,0,10,3,21,2,1,3,1,0.286,0.386,0.393,0.779,2026-07-20,True,True,178,90
69508,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=69508,신윤후,30,1996-01-05,OF,R/R,177cm/77kg,무학초-마산중-마산고-동의대,19 롯데 2차 10라운드 98순위,2026,롯데,26,20,19,7,4,2,0,0,6,0,0,0,1,0,8,1,0,0,1,0.211,0.316,0.25,0.566,2026-07-20,True,True,177,77
69517,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=69517,고승민,26,2000-08-11,2B,L/R,189cm/92kg,군산신풍초-천안북중-북일고,19 롯데 2차 1라운드 8순위,2026,롯데,58,256,231,38,62,10,2,6,94,34,0,1,21,0,47,0,3,1,1,0.268,0.407,0.325,0.732,2026-07-20,True,True,189,92
69636,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=69636,오선우,30,1996-12-13,1B,L/L,186cm/95kg,성동초-자양중-배명고-인하대,19 KIA 2차 5라운드 50순위,2026,KIA,20,61,54,6,13,4,0,3,26,6,0,0,7,0,16,0,0,0,1,0.241,0.481,0.328,0.809,2026-07-20,True,True,186,95
69727,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=69727,변우혁,26,2000-03-18,3B,R/R,185cm/100kg,일산초-현도중-북일고-한화-상무-한화,19 한화 1차,2026,KIA,26,58,54,7,12,2,0,3,23,8,0,0,3,1,14,3,0,0,1,0.222,0.426,0.276,0.702,2026-07-20,True,True,185,100
69737,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=69737,노시환,26,2000-12-03,3B,R/R,185cm/105kg,부산수영초-경남중-경남고,19 한화 2차 1라운드 3순위,2026,한화,79,359,314,63,82,13,1,19,154,63,2,3,34,7,99,9,3,1,10,0.261,0.49,0.344,0.834,2026-07-20,True,True,185,105
69804,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=69804,채현우,31,1995-11-21,OF,R/R,182cm/80kg,칠성초-경복중-대구상원고-송원대-SK,19 SK 2차 8라운드 76순위,2026,SSG,47,51,47,10,12,3,0,1,18,7,4,2,1,0,14,0,2,1,0,0.255,0.383,0.26,0.643,2026-07-20,True,True,182,80
69825,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=69825,김창평,26,2000-06-14,OF,L/R,185cm/85kg,학강초-무등중-광주제일고-SK,19 SK 2차 1라운드 6순위,2026,SSG,6,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,2026-07-20,True,True,185,85
69992,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=69992,최정원,26,2000-06-24,OF,L/R,176cm/70kg,서원초-청주중-청주고-NC-상무,19 NC 2차 7라운드 67순위,2026,NC,69,138,117,27,31,3,0,0,34,6,23,5,10,5,25,1,0,6,2,0.265,0.291,0.348,0.639,2026-07-20,True,True,176,70
69995,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=69995,서호철,30,1996-10-16,1B,R/R,179cm/85kg,순천남산초-순천이수중-효천고-동의대-NC-상무,19 NC 2차 9라운드 87순위,2026,NC,45,139,120,18,27,4,0,2,37,14,1,0,14,0,28,3,0,5,8,0.225,0.308,0.306,0.614,2026-07-20,True,True,179,85
72443,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=72443,최형우,43,1983-12-16,DH,L/R,180cm/106kg,진북초-전주동중-전주고-삼성-경찰-삼성-KIA,02 삼성 2차 6라운드 48순위,2026,삼성,84,361,299,40,99,16,0,12,151,67,1,0,53,3,51,11,6,0,0,0.331,0.505,0.429,0.934,2026-07-20,True,True,180,106
73117,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=73117,우규민,41,1985-01-21,P,R/R,184cm/75kg,성동초-휘문중-휘문고-LG-경찰-LG-삼성,03 LG 2차 3라운드 19순위,2026,KT,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2026-07-20,True,True,184,75
73211,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=73211,노경은,42,1984-03-11,P,R/R,187cm/100kg,화곡초-성남중-성남고-두산-롯데,03 두산 1차,2026,SSG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2026-07-20,True,True,187,100
74540,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=74540,강민호,41,1985-08-18,C,R/R,185cm/100kg,제주신광초-포철중-포철공고-(국제디지털대)-롯데,04 롯데 2차 3라운드 17순위,2026,삼성,63,206,177,15,47,9,0,6,74,37,0,2,25,4,45,3,0,0,3,0.266,0.418,0.369,0.787,2026-07-20,True,True,185,100
75125,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=75125,박병호,40,1986-07-10,1B,R/R,185cm/107kg,영일초(광명리틀)-영남중-성남고-상무-LG-넥센-미네소타-넥센-키움-KT-삼성,05 LG 1차,2026,키움,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2026-07-20,True,True,185,107
75847,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=75847,최정,39,1987-02-28,3B,R/R,180cm/90kg,대일초-평촌중-유신고-SK,05 SK 1차,2026,SSG,71,305,255,45,78,17,1,20,157,57,3,1,37,6,66,7,7,0,2,0.306,0.616,0.397,1.013,2026-07-20,True,True,180,90
76232,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=76232,양의지,39,1987-06-05,C,R/R,180cm/95kg,송정동초-무등중-진흥고-두산-경찰-두산-NC,06 두산 2차 8라운드 59순위,2026,두산,88,351,294,29,74,11,0,12,121,46,1,0,32,16,39,10,9,0,1,0.252,0.412,0.348,0.76,2026-07-20,True,True,180,95
76267,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=76267,최주환,38,1988-02-28,1B,L/R,177cm/73kg,학강초-광주동성중-광주동성고-두산-상무-두산-SK-SSG,06 두산 2차 6라운드 46순위,2026,키움,82,280,241,21,57,10,1,3,78,30,0,0,33,1,38,7,2,3,5,0.237,0.324,0.329,0.653,2026-07-20,True,True,177,73
76290,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=76290,김현수,38,1988-01-12,OF,L/R,188cm/105kg,쌍문초-신일중-신일고-두산-볼티모어-필라델피아-LG,06 두산 육성선수,2026,KT,86,389,354,41,100,22,0,6,140,55,0,2,32,1,44,11,2,0,2,0.282,0.395,0.342,0.737,2026-07-20,True,True,188,105
77532,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=77532,손아섭,38,1988-03-18,OF,L/R,174cm/84kg,양정초-개성중-부산고-롯데-NC-한화,07 롯데 2차 4라운드 29순위,2026,두산,42,154,138,14,34,3,0,1,40,14,0,0,13,0,28,2,3,0,1,0.246,0.29,0.305,0.595,2026-07-20,True,True,174,84
77564,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=77564,김민성,38,1988-12-17,3B,R/R,181cm/94kg,고명초-잠신중-덕수정보고-(영남사이버대)-롯데-히어로즈-키움-LG,07 롯데 2차 2라운드 13순위,2026,롯데,16,32,27,3,4,1,0,1,8,4,0,0,5,0,5,1,0,0,0,0.148,0.296,0.281,0.577,2026-07-20,True,True,181,94
78122,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=78122,김태군,37,1989-12-30,C,R/R,182cm/92kg,양정초-대동중-부산고-LG-NC-경찰-NC-삼성,08 LG 2차 3라운드 17순위,2026,KIA,46,113,101,11,26,5,0,2,37,7,0,0,6,3,16,6,1,2,1,0.257,0.366,0.315,0.681,2026-07-20,True,True,182,92
78135,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=78135,이형종,37,1989-06-07,OF,R/R,183cm/87kg,화곡초-양천중-서울고-LG,08 LG 1차,2026,키움,43,137,116,16,24,5,0,3,38,13,2,0,17,3,38,3,0,1,0,0.207,0.328,0.324,0.652,2026-07-20,True,True,183,87
78168,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=78168,서건창,37,1989-08-22,2B,L/R,176cm/84kg,송정동초-충장중-광주제일고-LG-히어로즈-키움-LG-KIA,08 LG 육성선수,2026,키움,56,256,217,33,63,8,3,1,80,18,1,0,27,7,25,7,1,4,1,0.29,0.369,0.385,0.754,2026-07-20,True,True,176,84
78224,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=78224,김재환,38,1988-09-22,DH,L/R,184cm/98kg,영랑초-상인천중-인천고-두산-상무-두산,08 두산 2차 1라운드 4순위,2026,SSG,78,308,259,32,55,5,0,14,102,45,1,1,45,3,89,4,1,0,0,0.212,0.394,0.334,0.728,2026-07-20,True,True,184,98
78288,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=78288,최재훈,37,1989-08-27,C,R/R,178cm/94kg,화곡초-덕수중-덕수고-(방송통신대)-두산-경찰-두산,08 두산 육성선수,2026,한화,41,110,90,11,15,0,0,0,15,13,0,0,9,7,19,3,2,2,2,0.167,0.167,0.287,0.454,2026-07-20,True,True,178,94
78513,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=78513,전준우,40,1986-02-25,OF,R/R,184cm/98kg,흥무초-경주중-경주고-건국대-롯데-경찰,08 롯데 2차 2라운드 15순위,2026,롯데,52,193,178,12,40,6,0,2,52,13,0,1,13,0,29,4,2,0,1,0.225,0.292,0.275,0.567,2026-07-20,True,True,184,98
78548,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=78548,장성우,36,1990-01-17,C,R/R,187cm/100kg,감천초-경남중-경남고-롯데-경찰-롯데,08 롯데 1차,2026,KT,56,212,170,29,35,10,0,9,72,37,1,0,39,2,53,8,1,0,0,0.206,0.424,0.358,0.782,2026-07-20,True,True,187,100
78603,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=78603,김선빈,37,1989-12-18,2B,R/R,165cm/77kg,화순초-화순중-화순고-KIA-상무,08 KIA 2차 6라운드 43순위,2026,KIA,87,338,291,31,73,15,0,1,91,27,0,0,41,4,35,8,1,1,2,0.251,0.313,0.35,0.663,2026-07-20,True,True,165,77
78756,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=78756,오선진,37,1989-07-07,SS,R/R,178cm/80kg,화곡초-성남중-성남고-한화-상무-한화-삼성-한화-롯데,08 한화 2차 4라운드 26순위,2026,키움,52,69,61,5,12,2,0,0,14,3,0,0,4,0,12,1,0,4,0,0.197,0.23,0.246,0.476,2026-07-20,True,True,178,80
79109,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=79109,오지환,36,1990-03-12,SS,L/R,185cm/80kg,군산초-자양중-경기고,09 LG 1차,2026,LG,82,288,247,33,63,9,0,7,93,42,4,2,29,3,57,4,3,6,11,0.255,0.377,0.337,0.714,2026-07-20,True,True,185,80
79192,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=79192,채은성,36,1990-02-06,1B,R/R,186cm/92kg,순천북초-순천이수중-효천고-LG,09 LG 육성선수,2026,한화,28,115,102,10,25,3,0,2,34,12,1,0,8,3,21,5,2,0,4,0.245,0.333,0.313,0.646,2026-07-20,True,True,186,92
79215,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=79215,박건우,36,1990-09-08,OF,R/R,184cm/80kg,역삼초-서울이수중-서울고-두산-경찰-두산,09 두산 2차 2라운드 10순위,2026,NC,83,336,285,42,84,12,0,16,144,55,7,2,41,1,60,5,9,0,0,0.295,0.505,0.375,0.88,2026-07-20,True,True,184,80
79231,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=79231,정수빈,36,1990-10-07,OF,L/L,175cm/70kg,수원신곡초-수원북중-유신고-두산-경찰,09 두산 2차 5라운드 39순위,2026,두산,89,354,302,48,81,9,4,6,116,32,15,5,39,4,50,4,1,8,2,0.268,0.384,0.358,0.742,2026-07-20,True,True,175,70
79240,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=79240,허경민,36,1990-08-26,3B,R/R,176cm/69kg,송정동초-충장중-광주제일고-두산-경찰-두산,09 두산 2차 1라운드 7순위,2026,KT,55,205,180,34,60,8,0,3,77,27,1,2,16,7,17,8,1,1,3,0.333,0.428,0.407,0.835,2026-07-20,True,True,176,69
79365,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=79365,박동원,36,1990-04-07,C,R/R,178cm/92kg,양정초-개성중-개성고-히어로즈-상무-히어로즈-키움-KIA,09 히어로즈 2차 3라운드 19순위,2026,LG,80,281,230,36,54,11,0,10,95,40,1,2,38,4,68,9,3,6,3,0.235,0.413,0.349,0.762,2026-07-20,True,True,178,92
79402,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=79402,김상수,36,1990-03-23,2B,R/R,175cm/68kg,대구옥산초-경복중-경북고-삼성,09 삼성 1차,2026,KT,78,303,253,26,71,8,1,0,81,24,0,3,37,5,37,8,1,7,3,0.281,0.32,0.382,0.702,2026-07-20,True,True,175,68
79456,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=79456,이지영,40,1986-02-27,C,R/R,177cm/88kg,서화초-인천신흥중-제물포고-경성대-삼성-상무-삼성-키움,08 삼성 육성선수,2026,SSG,37,81,70,9,14,3,0,0,17,5,1,0,7,0,7,2,1,3,1,0.2,0.243,0.269,0.512,2026-07-20,True,True,177,88
79608,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=79608,안치홍,36,1990-07-02,2B,R/R,178cm/97kg,구지초(구리리틀)-대치중-서울고-KIA-경찰-KIA-롯데-한화,09 KIA 2차 1라운드 1순위,2026,키움,79,333,295,31,80,12,0,6,110,35,0,0,33,2,47,11,3,0,2,0.271,0.373,0.345,0.718,2026-07-20,True,True,178,97
