player_id,source_url,player_name,age,birth_date,position,bat_throw,height_weight,career,draft,season,team,earned_run_average,games,complete_games,shutouts,wins,losses,saves,holds,winning_percentage,batters_faced,innings_pitched_display,hits_allowed,home_runs_allowed,walks_allowed,hit_batters,strikeouts,runs_allowed,earned_runs,as_of_date,is_partial,age_was_corrected,height_cm,weight_kg,innings_pitched_outs
53919,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=53919,신영우,22,2004-04-21,P,R/R,182cm/84kg,센텀초-센텀중-경남고,23 NC 1라운드 4순위,2026,NC,3.12,14,0,0,1,1,0,3,0.5,79,17 1/3,6,1,21,2,26,7,6,2026-07-20,True,True,182,84,52
53973,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=53973,목지훈,22,2004-05-11,P,R/R,181cm/83kg,효제초-청량중-신일고,23 NC 4라운드 34순위,2026,NC,8.64,5,0,0,0,1,0,0,0.0,44,8 1/3,12,3,8,1,6,9,8,2026-07-20,True,True,181,83,25
54263,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=54263,김택연,21,2005-06-03,P,R/R,181cm/88kg,동막초-상인천중-인천고,24 두산 1라운드 2순위,2026,두산,3.2,23,0,0,0,2,3,6,0.0,111,25 1/3,19,4,15,0,30,9,9,2026-07-20,True,True,181,88,76
54319,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=54319,김윤하,21,2005-03-07,P,R/R,185cm/90kg,와부초(남양주리틀)-덕수중-장충고,24 키움 1라운드 9순위,2026,키움,6.75,6,0,0,0,1,0,0,0.0,57,12,14,3,4,0,10,12,9,2026-07-20,True,True,185,90,36
54362,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=54362,전준표,21,2005-05-07,P,R/R,186cm/90kg,잠일초(강동구리틀)-잠신중-서울고,24 키움 1라운드 8순위,2026,키움,9.35,10,0,0,0,1,0,0,0.0,51,8 2/3,10,1,12,3,8,9,9,2026-07-20,True,True,186,90,26
54368,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=54368,김연주,22,2004-02-27,P,R/R,175cm/75kg,대전신흥초-충남중-세광고,24 키움 3라운드 29순위,2026,키움,16.2,2,0,0,0,1,0,0,0.0,21,3 1/3,5,0,4,1,3,7,6,2026-07-20,True,True,175,75,10
54404,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=54404,육선엽,21,2005-07-13,P,R/R,190cm/90kg,백마초-서울신월중-장충고,24 삼성 1라운드 4순위,2026,삼성,11.57,2,0,0,0,0,0,0,,13,2 1/3,2,1,3,1,3,3,3,2026-07-20,True,True,190,90,7
54503,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=54503,박준우,21,2005-05-27,P,R/R,190cm/94kg,상동초(부천시리틀)-부천중-유신고,24 롯데 4라운드 33순위,2026,롯데,5.06,13,0,0,0,0,0,0,,75,16,22,2,6,2,10,13,9,2026-07-20,True,True,190,94,48
54537,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=54537,정현수,25,2001-05-10,P,L/L,180cm/84kg,부산대연초-부산중-부산고-송원대,24 롯데 2라운드 13순위,2026,롯데,5.4,11,0,0,0,1,0,0,0.0,26,5,8,1,3,0,4,3,3,2026-07-20,True,True,180,84,15
54610,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=54610,성영탁,22,2004-07-28,P,R/R,180cm/89kg,동주초(부산서구리틀)-개성중-부산고,24 KIA 10라운드 96순위,2026,KIA,3.31,33,0,0,2,1,12,3,0.667,155,35 1/3,38,2,12,0,29,17,13,2026-07-20,True,True,180,89,106
54640,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=54640,네일,33,1993-02-08,P,R/R,193cm/83kg,미국 Alabama at Birmingham(대),24 KIA 자유선발,2026,KIA,3.69,19,0,0,6,5,0,0,0.545,455,109 2/3,101,6,23,11,87,45,45,2026-07-20,True,True,193,83,329
54702,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=54702,원종혁,21,2005-08-27,P,R/R,184cm/92kg,서울도곡초-휘문중-구리인창고,24 한화 9라운드 81순위,2026,한화,9.45,10,0,0,1,0,0,0,1.0,44,6 2/3,14,1,8,1,3,10,7,2026-07-20,True,True,184,92,20
54705,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=54705,김도빈,25,2001-01-05,P,R/R,190cm/95kg,서화초-경기신흥중-성지고-강릉영동대,24 한화 육성선수,2026,한화,24.75,6,0,0,0,1,0,1,0.0,27,4,3,0,10,2,6,11,11,2026-07-20,True,True,190,95,12
54729,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=54729,황준서,21,2005-08-22,P,L/L,185cm/78kg,면일초(중랑구리틀)-상명중-장충고,24 한화 1라운드 1순위,2026,한화,5.04,15,0,0,1,2,0,0,0.333,117,25,26,2,18,1,24,15,14,2026-07-20,True,True,185,78,75
54768,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=54768,조동욱,22,2004-11-02,P,L/L,190cm/82kg,소래초-영남중-장충고,24 한화 2라운드 11순위,2026,한화,3.47,45,0,0,1,1,1,9,0.5,157,36 1/3,41,1,11,3,36,14,14,2026-07-20,True,True,190,82,109
54808,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=54808,변건우,21,2005-07-15,P,R/R,181cm/80kg,화도초(남양주시B리틀)-충암중-충암고,24 SSG 11라운드 110순위,2026,SSG,18.0,1,0,0,0,0,0,0,,6,1,1,0,2,0,1,2,2,2026-07-20,True,False,181,80,3
54843,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=54843,시라카와,25,2001-06-04,P,R/R,180cm/88kg,일본 이케타고-SSG-두산,24 SSG 부상 대체 외국인선수,2026,KIA,5.17,7,0,0,2,3,0,0,0.4,142,31 1/3,29,3,20,1,25,18,18,2026-07-20,True,True,180,88,94
54903,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=54903,최우석,21,2005-03-31,P,R/R,190cm/90kg,서흥초-동인천중-비봉고,24 NC 5라운드 45순위,2026,NC,3.18,6,0,0,0,0,0,0,,28,5 2/3,7,0,5,0,4,2,2,2026-07-20,True,True,190,90,17
54904,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=54904,손주환,24,2002-01-05,P,R/R,177cm/85kg,영천초-신정중-물금고-동아대,24 NC 6라운드 55순위,2026,NC,9.24,15,0,0,1,0,0,0,1.0,68,12 2/3,17,2,11,0,16,17,13,2026-07-20,True,True,177,85,38
54906,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=54906,원종해,21,2005-04-09,P,R/R,183cm/83kg,길동초-건대부중-장충고,24 NC 7라운드 65순위,2026,NC,3.86,13,0,0,0,0,0,1,,54,11 2/3,10,1,4,4,7,6,5,2026-07-20,True,False,183,83,35
54910,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=54910,김준원,21,2005-05-31,P,R/R,190cm/82kg,칠성초-대구중-경북고,24 NC 11라운드 105순위,2026,NC,5.06,9,0,0,0,1,0,0,0.0,50,10 2/3,8,2,8,2,13,8,6,2026-07-20,True,False,190,82,32
55121,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55121,박시원,20,2006-04-12,P,R/R,193cm/93kg,송수초(해운대리틀)-센텀중-경남고,25 LG 6라운드 60순위,2026,LG,4.24,15,0,0,0,1,0,0,0.0,78,17,19,0,8,2,12,10,8,2026-07-20,True,True,193,93,51
55130,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55130,톨허스트,27,1999-09-13,P,R/R,193cm/86kg,미국 Grossmont(대),25 LG 자유선발,2026,LG,4.21,18,0,0,8,8,0,0,0.5,424,98 1/3,98,9,27,8,78,47,46,2026-07-20,True,True,193,86,295
55146,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55146,치리노스,33,1993-12-26,P,R/R,188cm/102kg,베네수엘라 U.E.N heroes nigales(고)-LG,25 LG 자유선발,2026,LG,6.68,8,0,0,2,3,0,0,0.4,164,33 2/3,47,4,14,4,28,26,25,2026-07-20,True,True,188,102,101
55167,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55167,김영우,21,2005-01-14,P,R/R,185cm/90kg,양원초(서대문구리틀)-신월중-서울고,25 LG 1라운드 10순위,2026,LG,2.89,33,0,0,3,0,0,3,1.0,121,28,26,2,12,0,23,9,9,2026-07-20,True,True,185,90,84
55215,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55215,양재훈,23,2003-05-01,P,R/R,186cm/89kg,부산수영초-사직중-개성고-동의과학대,25 두산 7라운드 66순위,2026,두산,5.92,26,0,0,2,3,0,2,0.4,116,24 1/3,27,3,14,4,31,18,16,2026-07-20,True,True,186,89,73
55221,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55221,김한중,22,2004-11-03,P,R/R,183cm/89kg,고명초-덕수중-경기상고-여주대,25 두산 육성선수,2026,두산,0.0,2,0,0,0,0,0,0,,6,2,0,0,0,0,2,0,0,2026-07-20,True,True,183,89,6
55239,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55239,잭로그,30,1996-04-23,P,L/L,183cm/84kg,미국 Archbishop Moeller(고)-미국 Kentucky(대),25 두산 자유선발,2026,두산,4.06,18,0,0,4,5,0,0,0.444,421,95 1/3,113,10,18,6,80,50,43,2026-07-20,True,True,183,84,286
55267,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55267,홍민규,20,2006-09-11,P,L/R,183cm/87kg,서울논현초(용산구리틀)-대원중-야탑고,25 두산 3라운드 26순위,2026,KIA,8.35,15,0,0,1,2,0,0,0.333,89,18 1/3,27,2,7,0,16,17,17,2026-07-20,True,True,183,87,55
55268,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55268,최민석,20,2006-07-02,P,R/R,188cm/84kg,중대초-양천중-서울고,25 두산 2라운드 16순위,2026,두산,2.19,17,0,0,9,2,0,0,0.818,410,98 2/3,77,3,38,4,92,30,24,2026-07-20,True,True,188,84,296
55301,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55301,이준우,25,2001-03-02,P,R/R,183cm/93kg,문현초(해운대리틀)-센텀중-경남고,25 키움 육성선수,2026,키움,10.13,8,0,0,0,1,0,0,0.0,42,8,12,0,8,1,7,10,9,2026-07-20,True,True,183,93,24
55313,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55313,정현우,20,2006-04-13,P,L/L,181cm/91kg,홍제초(서대문구리틀)-충암중-덕수고,25 키움 1라운드 1순위,2026,키움,9.0,3,0,0,0,1,0,0,0.0,32,7,8,1,4,0,5,7,7,2026-07-20,True,True,181,91,21
55322,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55322,로젠버그,31,1995-07-09,P,L/L,186cm/90kg,미국 California State(대)-키움,25 키움 자유선발,2026,키움,4.8,7,0,0,0,2,0,0,0.0,137,30,37,2,10,3,32,16,16,2026-07-20,True,True,186,90,90
55348,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55348,웰스,29,1997-02-27,P,L/L,185cm/83kg,호주 Hunter Sports(고)-키움,25 키움 부상 대체 외국인선수,2026,LG,3.3,16,0,0,5,4,0,0,0.556,353,84 2/3,71,9,25,2,77,37,31,2026-07-20,True,True,185,83,254
55359,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55359,김서준,20,2006-12-22,P,L/R,187cm/83kg,고양화정초(일산서구리틀)-원당중-충훈고,25 키움 1라운드 7순위,2026,키움,6.23,16,0,0,0,0,0,2,,78,17 1/3,14,4,13,1,18,12,12,2026-07-20,True,True,187,83,52
55377,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55377,정세영,20,2006-09-23,P,L/L,177cm/82kg,서울학동초-언북중-경기상고,25 키움 8라운드 71순위,2026,키움,10.43,6,0,0,0,2,0,0,0.0,76,14 2/3,24,3,6,1,4,19,17,2026-07-20,True,True,177,82,44
55394,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55394,박정훈,20,2006-03-23,P,L/L,192cm/103kg,삼일초-매향중-비봉고,25 키움 3라운드 28순위,2026,키움,4.8,34,0,0,2,1,0,10,0.667,232,50 2/3,49,2,31,6,41,28,27,2026-07-20,True,True,192,103,152
55420,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55420,김백산,23,2003-10-13,P,R/R,183cm/86kg,남산초-원주중-강릉고-부산과학기술대,25 삼성 육성선수,2026,삼성,0.0,1,0,0,1,0,0,0,1.0,23,5 2/3,2,0,4,0,3,0,0,2026-07-20,True,False,183,86,17
55455,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55455,배찬승,20,2006-01-01,P,L/L,180cm/85kg,대구옥산초-협성경복중-대구고,25 삼성 1라운드 3순위,2026,삼성,2.54,37,0,0,3,2,0,9,0.6,136,28 1/3,26,5,26,4,23,9,8,2026-07-20,True,True,180,85,85
55503,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55503,이영재,20,2006-10-20,P,L/L,180cm/71kg,태봉초(의정부시유소년야구단)-신흥중-신흥고,25 롯데 7라운드 64순위,2026,롯데,0.0,1,0,0,0,0,0,0,,2,2/3,0,0,0,0,1,0,0,2026-07-20,True,True,180,71,2
55610,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55610,김태형,20,2006-12-15,P,R/R,184cm/95kg,화순초-거원중-덕수고,25 KIA 1라운드 5순위,2026,KIA,5.88,15,0,0,2,3,0,0,0.4,227,49,61,9,22,3,29,38,32,2026-07-20,True,True,184,95,147
55633,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55633,올러,32,1994-10-17,P,R/R,193cm/102kg,미국 Northwestern State(대),25 KIA 자유선발,2026,KIA,2.52,17,1,1,9,6,0,0,0.6,415,103 2/3,71,9,34,6,112,33,29,2026-07-20,True,True,193,102,311
55743,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55743,정우주,20,2006-11-07,P,R/R,184cm/88kg,구남초(남양주리틀)-건대부중-전주고,25 한화 1라운드 2순위,2026,한화,6.37,36,0,0,1,2,0,5,0.333,176,35 1/3,39,3,27,6,40,29,25,2026-07-20,True,True,184,88,106
55764,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55764,권민규,20,2006-05-13,P,L/L,188cm/90kg,청주석교초-세광중-세광고,25 한화 2라운드 12순위,2026,한화,4.82,9,0,0,1,0,0,0,1.0,43,9 1/3,13,1,4,0,7,5,5,2026-07-20,True,True,188,90,28
55855,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55855,화이트,32,1994-12-28,P,R/R,190cm/95kg,미국 Santa Clara(대)-SSG,25 SSG 자유선발,2026,SSG,4.11,6,0,0,1,1,0,0,0.5,142,30 2/3,37,1,15,2,29,15,14,2026-07-20,True,True,190,95,92
55903,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55903,라일리,30,1996-07-09,P,R/R,190cm/100kg,미국 Louisville(대),25 NC 자유선발,2026,NC,3.23,12,0,0,5,0,0,0,1.0,281,69 2/3,61,10,17,0,89,26,25,2026-07-20,True,True,190,100,209
55912,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55912,로건,29,1997-05-23,P,R/L,186cm/105kg,미국 IMG Academy(고)-NC,25 NC 자유선발,2026,KT,3.33,5,0,0,1,1,0,0,0.5,114,27,29,5,8,0,20,10,10,2026-07-20,True,True,186,105,81
55995,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55995,김태훈,20,2006-10-26,P,R/R,188cm/88kg,부평남초(부평구리틀)-동인천중-소래고,25 NC 2라운드 17순위,2026,NC,4.7,9,0,0,0,1,0,0,0.0,33,7 2/3,6,1,3,1,5,6,4,2026-07-20,True,True,188,88,23
55996,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55996,홍재문,22,2004-07-09,P,R/R,183cm/95kg,청주우암초-청주중-청주고-동의과학대,25 NC 4라운드 37순위,2026,NC,,1,0,0,0,0,0,0,,3,0,2,0,1,0,0,3,3,2026-07-20,True,False,183,95,0
56011,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=56011,스기모토,26,2000-05-19,P,R/R,182cm/90kg,일본 오가키니혼대부고-일본 니혼대,26 KT 아시아쿼터,2026,KT,5.52,45,0,0,1,2,0,11,0.333,213,45 2/3,59,4,11,5,44,35,28,2026-07-20,True,False,182,90,137
56032,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=56032,사우어,27,1999-01-21,P,R/R,193cm/104kg,미국 Righetti(고),26 KT 자유선발,2026,KT,4.3,17,0,0,7,4,0,0,0.636,432,98 1/3,92,8,40,13,68,49,47,2026-07-20,True,False,193,104,295
56036,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=56036,보쉴리,33,1993-10-01,P,R/R,190cm/86kg,미국 Hortonville(고)-미국 Wisconsin(대)-KT,26 KT 자유선발,2026,KT,3.16,11,0,0,7,3,0,0,0.7,268,62 2/3,68,3,15,1,56,23,22,2026-07-20,True,False,190,86,188
56066,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=56066,박지훈,19,2007-01-19,P,R/R,188cm/90kg,천안남산초-개군중-전주고,26 KT 1라운드 6순위,2026,KT,81.0,1,0,0,0,0,0,0,,8,2/3,2,1,2,2,2,6,6,2026-07-20,True,False,188,90,2
56146,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=56146,리오스,33,1993-06-27,P,R/R,190cm/97kg,푸에르토리코 Cuevas(고),26 LG 자유선발,2026,LG,3.63,14,0,0,1,2,2,5,0.333,74,17 1/3,16,2,7,0,17,7,7,2026-07-20,True,False,190,97,52
56212,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=56212,타카다,24,2002-09-18,P,L/L,179cm/84kg,일본 시즈오카상업고,26 두산 아시아쿼터,2026,두산,7.02,5,0,0,1,1,0,0,0.5,82,16 2/3,20,2,11,4,12,13,13,2026-07-20,True,False,179,84,50
56215,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=56215,최주형,20,2006-08-19,P,L/L,174cm/70kg,거제고현초(거제시리틀)-외포중-마산고,26 두산 2라운드 17순위,2026,두산,0.0,8,0,0,0,0,0,0,,31,7,4,0,7,0,8,0,0,2026-07-20,True,False,174,70,21
56218,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=56218,타무라,32,1994-09-19,P,L/R,173cm/79kg,일본 릿쿄대-두산,26 두산 아시아쿼터,2026,두산,7.31,17,0,0,1,1,0,2,0.5,81,16,28,3,5,1,14,13,13,2026-07-20,True,False,173,79,48
56312,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=56312,최현우,19,2007-07-19,P,R/R,190cm/90kg,서정초(일산자이언츠유소년)-양천중-배명고,26 키움 6라운드 51순위,2026,키움,18.0,1,0,0,0,0,0,0,,5,1,2,1,0,0,0,2,2,2026-07-20,True,False,190,90,3
56318,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=56318,박준현,19,2007-08-29,P,R/R,188cm/95kg,율하초-경상중-북일고,26 키움 1라운드 1순위,2026,키움,4.18,11,0,0,1,4,0,0,0.2,234,51 2/3,44,3,42,1,50,25,24,2026-07-20,True,False,188,95,155
56334,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=56334,와일스,28,1998-07-02,P,R/R,193cm/103kg,미국 Oklahoma(대)-키움,26 키움 자유선발,2026,키움,5.4,5,0,0,0,4,0,0,0.0,117,25,37,3,3,1,18,17,15,2026-07-20,True,False,193,103,75
56337,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=56337,박지성,19,2007-03-16,P,R/R,190cm/93kg,서울도곡초-대치중-서울고,26 키움 3라운드 21순위,2026,키움,4.5,21,0,0,1,1,0,0,0.5,123,28,30,6,10,0,24,17,14,2026-07-20,True,False,190,93,84
56345,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=56345,정다훈,20,2006-07-06,P,R/R,183cm/85kg,백운초-현도중-청주고,26 키움 4라운드 31순위,2026,키움,4.73,14,0,0,0,0,0,0,,65,13 1/3,16,2,10,1,5,7,7,2026-07-20,True,False,183,85,40
56348,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=56348,유토,27,1999-11-04,P,L/R,185cm/87kg,일본 이치하라 보요고,26 키움 아시아쿼터,2026,키움,3.19,41,0,0,5,4,12,9,0.556,150,36 2/3,35,2,10,0,37,13,13,2026-07-20,True,False,185,87,110
56366,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=56366,이태양,19,2007-03-03,P,R/R,180cm/80kg,동막초-상인천중-인천고,26 키움 5라운드 41순위,2026,키움,9.0,1,0,0,0,0,0,0,,6,1,1,0,1,2,0,1,1,2026-07-20,True,False,180,80,3
56415,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=56415,미야지,27,1999-08-02,P,R/R,186cm/90kg,일본 도카이대,26 삼성 아시아쿼터,2026,삼성,5.97,33,0,0,0,1,0,3,0.0,135,28 2/3,26,5,22,6,29,19,19,2026-07-20,True,False,186,90,86
56459,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=56459,페덱,30,1996-01-08,P,R/R,0cm/0kg,,26 삼성 자유선발,2026,삼성,0.0,1,0,0,1,0,0,0,1.0,20,6,1,0,1,0,7,0,0,2026-07-20,True,False,,,18
56460,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=56460,장찬희,19,2007-10-05,P,R/R,186cm/80kg,해원초(해운대리틀)-센텀중-경남고,26 삼성 3라운드 29순위,2026,삼성,4.58,18,0,0,4,4,0,0,0.5,242,55,49,9,25,4,41,30,28,2026-07-20,True,False,186,80,165
56464,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=56464,오러클린,26,2000-03-14,P,L/L,196cm/101kg,호주 Seaton(고)-삼성,26 삼성 부상 대체 외국인선수,2026,삼성,4.86,17,0,0,5,5,0,0,0.5,366,83 1/3,78,7,38,10,81,48,45,2026-07-20,True,False,196,101,250
56469,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=56469,정재훈,19,2007-03-08,P,R/R,185cm/85kg,석교초-세광중-전주고,26 삼성 6라운드 59순위,2026,삼성,20.25,2,0,0,0,0,0,0,,7,1 1/3,3,1,0,1,1,3,3,2026-07-20,True,False,185,85,4
